latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
50.08787,-123.04196,679.0,0,GMT,GMT

time,snowfall_sum (cm),precipitation_sum (mm),temperature_2m_mean (°F)
1996-06-26,0.00,1.70,52.5
1996-06-27,0.00,3.90,54.8
1996-06-28,0.00,4.40,49.3
1996-06-29,0.00,0.30,48.8
1996-06-30,0.00,0.30,54.4
1996-07-01,0.00,0.10,57.1
1996-07-02,0.00,1.10,60.6
1996-07-03,0.00,6.40,55.3
1996-07-04,0.00,11.10,49.5
1996-07-05,0.00,1.60,48.5
1996-07-06,0.00,0.00,53.9
1996-07-07,0.00,0.00,65.3
1996-07-08,0.00,0.10,68.1
1996-07-09,0.00,1.10,61.6
1996-07-10,0.00,0.00,57.7
1996-07-11,0.00,0.00,66.4
1996-07-12,0.00,0.00,72.0
1996-07-13,0.00,0.00,75.5
1996-07-14,0.00,0.00,78.2
1996-07-15,0.00,0.10,71.7
1996-07-16,0.00,4.20,59.0
1996-07-17,0.00,17.00,49.4
1996-07-18,0.00,8.90,46.3
1996-07-19,0.00,17.00,46.1
1996-07-20,0.00,7.90,49.3
1996-07-21,0.00,0.20,55.7
1996-07-22,0.00,0.00,66.4
1996-07-23,0.00,0.00,72.0
1996-07-24,0.00,0.00,73.5
1996-07-25,0.00,0.00,74.0
1996-07-26,0.00,0.00,75.2
1996-07-27,0.00,0.00,75.5
1996-07-28,0.00,0.00,75.9
1996-07-29,0.00,0.00,73.3
1996-07-30,0.00,0.00,67.8
1996-07-31,0.00,0.00,62.0
1996-08-01,0.00,0.00,62.1
1996-08-02,0.00,17.60,54.9
1996-08-03,0.00,3.50,53.2
1996-08-04,0.00,7.10,52.9
1996-08-05,0.00,5.10,52.1
1996-08-06,0.00,0.00,55.6
1996-08-07,0.00,0.00,61.4
1996-08-08,0.00,0.00,68.9
1996-08-09,0.00,0.00,70.3
1996-08-10,0.00,0.00,71.2
1996-08-11,0.00,0.80,67.7
1996-08-12,0.00,1.00,57.2
1996-08-13,0.00,0.00,67.7
1996-08-14,0.00,0.00,70.9
1996-08-15,0.00,0.50,65.2
1996-08-16,0.00,4.00,58.7
1996-08-17,0.00,4.90,55.0
1996-08-18,0.00,1.30,54.6
1996-08-19,0.00,11.00,52.0
1996-08-20,0.00,10.60,52.0
1996-08-21,0.00,0.00,55.4
1996-08-22,0.00,1.10,56.1
1996-08-23,0.00,0.00,66.3
1996-08-24,0.00,0.00,70.3
1996-08-25,0.00,0.00,73.0
1996-08-26,0.00,0.00,77.8
1996-08-27,0.00,0.30,73.4
1996-08-28,0.00,0.00,63.5
1996-08-29,0.00,0.00,68.5
1996-08-30,0.00,27.10,65.9
1996-08-31,0.00,3.50,54.3
1996-09-01,0.00,0.60,56.0
1996-09-02,0.00,0.00,56.3
1996-09-03,0.00,17.60,54.2
1996-09-04,0.00,6.00,47.7
1996-09-05,0.00,10.30,47.3
1996-09-06,0.00,5.80,47.4
1996-09-07,0.00,16.90,48.3
1996-09-08,0.00,14.90,53.8
1996-09-09,0.00,0.90,55.6
1996-09-10,0.00,0.00,58.6
1996-09-11,0.00,0.00,65.7
1996-09-12,0.00,1.70,64.9
1996-09-13,0.00,6.80,57.0
1996-09-14,0.00,33.40,50.8
1996-09-15,1.68,18.00,45.6
1996-09-16,0.07,4.60,46.5
1996-09-17,0.00,0.00,48.5
1996-09-18,0.00,0.80,49.2
1996-09-19,0.00,0.90,49.9
1996-09-20,0.21,5.10,47.5
1996-09-21,1.12,9.50,42.8
1996-09-22,0.14,2.60,42.8
1996-09-23,0.00,0.00,46.1
1996-09-24,0.00,0.00,47.6
1996-09-25,0.00,0.00,51.3
1996-09-26,0.00,0.00,56.1
1996-09-27,0.00,0.00,56.1
1996-09-28,0.00,0.00,55.0
1996-09-29,0.00,0.30,56.0
1996-09-30,0.00,0.10,51.7
1996-10-01,0.00,0.00,47.5
1996-10-02,0.00,2.90,48.5
1996-10-03,0.00,23.30,49.1
1996-10-04,0.00,57.30,51.5
1996-10-05,0.00,3.00,50.1
1996-10-06,0.00,1.80,47.1
1996-10-07,0.00,0.00,51.2
1996-10-08,0.00,0.00,52.7
1996-10-09,0.00,0.00,56.6
1996-10-10,0.00,12.00,57.8
1996-10-11,0.00,14.80,50.7
1996-10-12,0.00,2.50,46.4
1996-10-13,2.73,34.00,43.9
1996-10-14,10.36,35.70,40.3
1996-10-15,4.13,11.70,36.1
1996-10-16,0.21,0.90,32.8
1996-10-17,14.28,22.90,33.4
1996-10-18,25.62,45.20,34.1
1996-10-19,1.82,4.20,34.2
1996-10-20,0.07,0.60,32.3
1996-10-21,14.14,26.10,33.2
1996-10-22,2.80,8.20,37.4
1996-10-23,3.85,12.60,37.7
1996-10-24,11.34,22.80,37.0
1996-10-25,1.54,5.50,37.9
1996-10-26,0.00,0.00,32.9
1996-10-27,0.00,0.40,34.1
1996-10-28,3.57,37.40,38.6
1996-10-29,1.47,5.10,33.6
1996-10-30,0.00,0.00,26.7
1996-10-31,0.00,0.00,29.8
1996-11-01,0.00,0.00,32.4
1996-11-02,0.00,0.10,35.6
1996-11-03,7.14,16.90,35.9
1996-11-04,6.16,13.00,34.1
1996-11-05,1.82,3.60,32.9
1996-11-06,12.39,22.70,33.5
1996-11-07,4.34,6.30,30.3
1996-11-08,14.56,51.50,35.2
1996-11-09,0.00,4.30,43.7
1996-11-10,0.00,0.00,42.9
1996-11-11,0.00,0.00,45.5
1996-11-12,0.00,21.30,44.5
1996-11-13,3.15,21.00,40.3
1996-11-14,0.00,0.20,38.0
1996-11-15,0.21,1.00,35.6
1996-11-16,14.42,21.80,24.9
1996-11-17,6.37,9.10,21.9
1996-11-18,1.26,1.80,18.5
1996-11-19,0.28,0.40,10.2
1996-11-20,1.68,2.40,13.8
1996-11-21,0.00,0.00,12.1
1996-11-22,0.00,0.00,5.4
1996-11-23,0.77,1.10,5.4
1996-11-24,4.97,8.10,17.5
1996-11-25,5.18,9.40,28.9
1996-11-26,5.18,10.10,29.7
1996-11-27,11.48,21.50,33.5
1996-11-28,4.20,10.10,36.1
1996-11-29,0.84,1.20,30.5
1996-11-30,11.97,24.00,33.4
1996-12-01,17.36,32.70,34.2
1996-12-02,12.95,18.50,27.9
1996-12-03,2.17,3.20,26.6
1996-12-04,27.37,39.20,25.0
1996-12-05,13.23,19.00,28.3
1996-12-06,19.04,27.20,28.2
1996-12-07,20.79,29.70,26.3
1996-12-08,13.79,20.10,28.4
1996-12-09,2.94,4.40,27.1
1996-12-10,9.59,16.60,28.6
1996-12-11,12.11,17.70,29.5
1996-12-12,8.68,12.80,29.2
1996-12-13,9.03,12.90,25.9
1996-12-14,1.75,2.50,27.9
1996-12-15,11.69,16.70,29.1
1996-12-16,0.35,0.60,27.3
1996-12-17,0.00,0.00,18.6
1996-12-18,0.00,0.00,23.1
1996-12-19,9.38,13.40,20.9
1996-12-20,8.68,12.40,26.2
1996-12-21,5.11,7.40,24.3
1996-12-22,6.09,8.70,13.1
1996-12-23,7.91,11.30,8.4
1996-12-24,1.47,2.10,12.9
1996-12-25,0.00,0.00,6.4
1996-12-26,0.00,0.00,-2.7
1996-12-27,0.00,0.00,-7.0
1996-12-28,1.68,2.40,-5.2
1996-12-29,24.99,35.70,-4.3
1996-12-30,16.17,27.20,12.7
1996-12-31,10.99,31.10,28.8
1997-01-01,24.36,63.60,34.2
1997-01-02,12.39,31.70,36.3
1997-01-03,8.75,14.00,31.9
1997-01-04,4.76,6.50,28.2
1997-01-05,0.49,0.60,23.8
1997-01-06,26.81,38.40,26.6
1997-01-07,4.27,7.70,32.4
1997-01-08,1.82,4.20,35.2
1997-01-09,1.05,3.20,34.6
1997-01-10,0.35,0.50,34.9
1997-01-11,0.00,0.00,34.6
1997-01-12,0.00,0.00,30.7
1997-01-13,0.00,0.00,23.8
1997-01-14,0.00,0.00,23.5
1997-01-15,0.00,0.00,19.6
1997-01-16,0.35,0.50,18.3
1997-01-17,18.34,42.30,29.0
1997-01-18,7.70,16.20,32.4
1997-01-19,12.53,48.70,35.8
1997-01-20,4.27,17.40,38.8
1997-01-21,3.78,7.80,36.2
1997-01-22,3.15,3.80,34.5
1997-01-23,8.89,12.60,30.0
1997-01-24,0.63,0.40,23.8
1997-01-25,0.42,0.00,9.8
1997-01-26,0.00,0.00,-0.7
1997-01-27,0.63,0.80,8.7
1997-01-28,12.88,18.40,22.3
1997-01-29,6.44,19.50,33.4
1997-01-30,20.93,56.20,35.5
1997-01-31,0.84,1.90,37.1
1997-02-01,3.85,8.70,36.5
1997-02-02,3.08,4.60,32.7
1997-02-03,0.00,0.00,27.9
1997-02-04,0.00,0.00,21.4
1997-02-05,0.00,0.00,19.3
1997-02-06,0.00,0.00,21.8
1997-02-07,0.00,0.00,29.0
1997-02-08,0.00,0.00,31.2
1997-02-09,0.00,0.00,27.4
1997-02-10,0.00,0.00,31.0
1997-02-11,5.46,7.80,28.8
1997-02-12,12.81,18.20,31.9
1997-02-13,6.72,9.50,31.6
1997-02-14,6.86,15.60,34.7
1997-02-15,4.34,13.90,37.3
1997-02-16,0.00,0.00,39.0
1997-02-17,6.23,14.50,39.7
1997-02-18,8.96,13.50,35.6
1997-02-19,21.49,31.30,34.4
1997-02-20,6.93,9.70,33.3
1997-02-21,0.00,0.00,33.6
1997-02-22,0.00,0.00,34.3
1997-02-23,0.00,0.00,36.0
1997-02-24,0.00,0.00,37.3
1997-02-25,0.00,0.00,38.9
1997-02-26,0.21,0.00,35.9
1997-02-27,0.14,0.10,32.5
1997-02-28,0.14,0.00,29.7
1997-03-01,28.70,41.20,29.6
1997-03-02,26.11,37.80,32.6
1997-03-03,5.60,8.10,32.1
1997-03-04,0.98,1.30,27.8
1997-03-05,0.77,0.50,27.5
1997-03-06,21.63,32.30,32.3
1997-03-07,17.43,27.50,33.9
1997-03-08,0.77,1.00,30.6
1997-03-09,22.68,35.80,33.0
1997-03-10,6.93,11.10,32.7
1997-03-11,0.84,1.20,29.9
1997-03-12,5.74,7.60,30.3
1997-03-13,0.63,0.50,26.8
1997-03-14,0.00,0.00,26.3
1997-03-15,7.98,11.30,24.2
1997-03-16,6.09,8.60,25.5
1997-03-17,10.57,20.50,31.6
1997-03-18,37.45,87.20,36.1
1997-03-19,7.49,74.60,39.2
1997-03-20,7.77,21.40,36.4
1997-03-21,4.06,5.70,33.9
1997-03-22,1.82,2.70,35.3
1997-03-23,1.75,3.60,35.8
1997-03-24,0.14,0.20,36.2
1997-03-25,1.26,4.30,37.7
1997-03-26,7.14,15.80,37.2
1997-03-27,6.16,9.00,35.2
1997-03-28,11.20,15.90,34.5
1997-03-29,12.60,19.00,34.9
1997-03-30,2.38,5.10,36.5
1997-03-31,21.21,32.70,35.8
1997-04-01,0.28,0.20,33.0
1997-04-02,0.00,0.00,33.1
1997-04-03,4.13,6.20,35.0
1997-04-04,0.00,0.00,34.5
1997-04-05,0.00,0.00,36.5
1997-04-06,0.00,0.00,39.9
1997-04-07,0.00,0.00,40.6
1997-04-08,0.00,0.20,39.8
1997-04-09,0.00,0.10,40.8
1997-04-10,0.00,0.70,40.4
1997-04-11,0.00,0.00,42.5
1997-04-12,0.00,0.00,43.1
1997-04-13,9.38,17.90,39.7
1997-04-14,6.72,12.20,37.4
1997-04-15,4.48,18.00,38.8
1997-04-16,5.39,67.60,40.3
1997-04-17,5.04,12.10,37.8
1997-04-18,0.00,0.00,38.9
1997-04-19,2.24,8.90,39.9
1997-04-20,10.71,31.80,39.6
1997-04-21,0.07,0.30,39.9
1997-04-22,0.00,0.00,44.2
1997-04-23,3.71,13.80,43.1
1997-04-24,0.00,0.00,42.5
1997-04-25,0.28,2.70,42.5
1997-04-26,0.00,5.00,43.6
1997-04-27,1.26,13.90,41.4
1997-04-28,2.52,7.50,39.3
1997-04-29,5.60,14.60,39.9
1997-04-30,0.84,2.50,39.1
1997-05-01,2.66,6.30,39.5
1997-05-02,0.07,0.00,39.4
1997-05-03,5.11,14.10,42.4
1997-05-04,4.34,12.80,40.0
1997-05-05,6.65,29.50,39.9
1997-05-06,8.75,27.20,39.0
1997-05-07,0.35,1.30,42.1
1997-05-08,0.00,0.00,46.1
1997-05-09,0.00,0.00,48.7
1997-05-10,0.00,0.00,47.4
1997-05-11,0.00,0.00,49.8
1997-05-12,0.00,0.00,52.0
1997-05-13,0.00,0.00,54.5
1997-05-14,0.00,0.00,52.9
1997-05-15,0.00,0.40,54.4
1997-05-16,0.00,0.20,49.9
1997-05-17,0.00,0.00,47.5
1997-05-18,0.00,0.00,49.4
1997-05-19,0.00,1.50,49.4
1997-05-20,0.70,6.20,42.7
1997-05-21,0.07,5.80,44.2
1997-05-22,0.00,1.50,44.9
1997-05-23,0.00,2.40,44.9
1997-05-24,0.00,1.80,45.7
1997-05-25,0.00,0.00,49.0
1997-05-26,0.00,0.00,49.4
1997-05-27,0.00,0.60,49.5
1997-05-28,0.00,3.50,52.1
1997-05-29,0.00,16.10,51.4
1997-05-30,0.00,4.80,49.9
1997-05-31,0.00,45.10,51.6
1997-06-01,0.42,20.10,44.9
1997-06-02,0.14,10.20,45.7
1997-06-03,0.00,9.90,52.0
1997-06-04,0.00,21.90,49.7
1997-06-05,0.00,2.50,48.5
1997-06-06,0.00,0.00,48.9
1997-06-07,0.00,2.80,49.4
1997-06-08,0.00,1.20,48.9
1997-06-09,0.00,0.00,56.0
1997-06-10,0.00,0.00,60.9
1997-06-11,0.00,0.00,59.3
1997-06-12,0.00,0.40,56.7
1997-06-13,0.00,0.00,56.2
1997-06-14,0.00,0.00,61.2
1997-06-15,0.00,1.60,61.0
1997-06-16,0.00,7.80,54.6
1997-06-17,0.00,63.60,52.4
1997-06-18,0.00,24.70,48.0
1997-06-19,0.00,4.20,47.5
1997-06-20,0.00,1.80,49.2
1997-06-21,0.14,9.20,48.1
1997-06-22,0.00,19.40,45.8
1997-06-23,0.70,18.00,44.3
1997-06-24,0.00,2.00,52.1
1997-06-25,0.00,2.50,53.8
1997-06-26,0.00,11.80,47.4
1997-06-27,0.35,19.70,46.1
1997-06-28,0.00,1.00,51.5
1997-06-29,0.00,6.00,57.6
1997-06-30,0.00,1.80,53.7
1997-07-01,0.00,5.80,53.2
1997-07-02,0.00,0.90,52.3
1997-07-03,0.00,1.10,58.1
1997-07-04,0.00,0.00,66.9
1997-07-05,0.00,6.90,66.6
1997-07-06,0.00,14.50,55.0
1997-07-07,0.00,3.30,52.4
1997-07-08,0.00,75.00,51.0
1997-07-09,0.00,24.70,53.9
1997-07-10,0.00,4.80,49.3
1997-07-11,0.00,0.80,51.4
1997-07-12,0.00,0.30,55.3
1997-07-13,0.00,0.00,56.9
1997-07-14,0.00,1.40,60.0
1997-07-15,0.00,5.90,57.5
1997-07-16,0.00,1.00,58.1
1997-07-17,0.00,0.00,62.2
1997-07-18,0.00,0.10,59.8
1997-07-19,0.00,0.00,66.5
1997-07-20,0.00,0.00,69.7
1997-07-21,0.00,0.00,63.8
1997-07-22,0.00,4.10,55.1
1997-07-23,0.00,0.50,56.4
1997-07-24,0.00,0.20,57.5
1997-07-25,0.00,0.30,57.9
1997-07-26,0.00,0.00,59.7
1997-07-27,0.00,0.00,64.1
1997-07-28,0.00,0.00,66.1
1997-07-29,0.00,0.00,67.0
1997-07-30,0.00,0.00,61.7
1997-07-31,0.00,0.00,59.6
1997-08-01,0.00,0.30,60.4
1997-08-02,0.00,0.00,63.8
1997-08-03,0.00,0.00,64.2
1997-08-04,0.00,0.00,69.9
1997-08-05,0.00,0.00,71.4
1997-08-06,0.00,0.10,73.0
1997-08-07,0.00,0.00,67.7
1997-08-08,0.00,0.00,63.7
1997-08-09,0.00,0.00,64.2
1997-08-10,0.00,0.00,70.3
1997-08-11,0.00,0.00,74.3
1997-08-12,0.00,0.00,74.3
1997-08-13,0.00,0.00,74.1
1997-08-14,0.00,0.00,72.2
1997-08-15,0.00,0.00,69.2
1997-08-16,0.00,0.00,67.6
1997-08-17,0.00,0.00,69.3
1997-08-18,0.00,0.00,67.3
1997-08-19,0.00,0.00,65.8
1997-08-20,0.00,0.60,70.4
1997-08-21,0.00,9.40,61.3
1997-08-22,0.00,0.00,61.3
1997-08-23,0.00,23.50,60.2
1997-08-24,0.00,12.10,54.9
1997-08-25,0.00,14.60,55.3
1997-08-26,0.00,27.90,55.3
1997-08-27,0.00,28.70,53.1
1997-08-28,0.00,7.20,53.8
1997-08-29,0.00,0.40,55.1
1997-08-30,0.00,0.00,58.9
1997-08-31,0.00,0.00,60.9
1997-09-01,0.00,2.10,64.6
1997-09-02,0.00,15.80,60.1
1997-09-03,0.00,0.00,60.9
1997-09-04,0.00,0.00,59.2
1997-09-05,0.00,9.90,56.2
1997-09-06,0.00,2.60,51.9
1997-09-07,0.00,0.00,54.9
1997-09-08,0.00,0.00,61.0
1997-09-09,0.00,0.00,64.2
1997-09-10,0.00,0.00,66.2
1997-09-11,0.00,17.40,59.7
1997-09-12,0.00,6.90,52.0
1997-09-13,0.00,1.10,49.9
1997-09-14,0.00,35.00,53.6
1997-09-15,0.00,36.50,50.4
1997-09-16,0.28,16.00,47.1
1997-09-17,0.84,55.40,43.9
1997-09-18,0.00,6.20,47.2
1997-09-19,0.00,0.00,49.6
1997-09-20,0.00,0.00,53.7
1997-09-21,0.00,0.00,58.3
1997-09-22,0.00,0.00,61.9
1997-09-23,0.00,0.00,63.0
1997-09-24,0.00,0.00,61.4
1997-09-25,0.00,4.60,64.6
1997-09-26,0.00,54.60,53.1
1997-09-27,0.00,25.40,48.8
1997-09-28,0.00,22.80,49.4
1997-09-29,0.00,1.90,50.7
1997-09-30,0.00,47.00,50.2
1997-10-01,0.00,32.50,47.0
1997-10-02,2.24,36.60,44.8
1997-10-03,3.43,22.30,41.8
1997-10-04,1.75,49.70,41.6
1997-10-05,0.63,15.20,42.2
1997-10-06,0.07,2.30,41.7
1997-10-07,0.00,1.50,36.9
1997-10-08,9.38,25.50,37.2
1997-10-09,10.50,30.90,38.3
1997-10-10,15.61,50.40,39.0
1997-10-11,3.22,7.00,37.2
1997-10-12,0.49,2.00,35.3
1997-10-13,0.70,3.30,38.8
1997-10-14,0.00,7.00,41.1
1997-10-15,0.00,16.90,43.7
1997-10-16,0.00,22.60,47.9
1997-10-17,0.00,12.20,44.7
1997-10-18,0.00,0.00,38.8
1997-10-19,0.00,0.00,30.3
1997-10-20,0.00,0.00,31.9
1997-10-21,0.00,0.00,36.9
1997-10-22,0.00,1.10,40.5
1997-10-23,0.00,0.10,38.8
1997-10-24,0.00,0.00,33.8
1997-10-25,0.21,0.60,36.7
1997-10-26,4.62,30.10,39.8
1997-10-27,0.14,1.10,40.2
1997-10-28,3.29,10.90,39.2
1997-10-29,13.65,50.40,38.8
1997-10-30,11.69,60.00,39.1
1997-10-31,3.43,17.50,39.0
1997-11-01,0.91,2.90,40.0
1997-11-02,0.00,0.00,40.5
1997-11-03,3.64,39.50,40.1
1997-11-04,0.07,2.50,41.5
1997-11-05,0.00,8.70,41.7
1997-11-06,0.00,19.50,43.7
1997-11-07,0.00,2.00,40.6
1997-11-08,0.00,0.00,34.8
1997-11-09,0.00,0.00,32.0
1997-11-10,0.00,0.00,30.5
1997-11-11,0.00,0.00,27.8
1997-11-12,0.00,0.00,22.1
1997-11-13,0.00,0.00,23.2
1997-11-14,0.00,0.00,27.1
1997-11-15,0.00,0.00,22.5
1997-11-16,0.00,0.00,25.1
1997-11-17,2.87,8.20,31.3
1997-11-18,1.26,2.20,35.2
1997-11-19,0.00,0.00,29.8
1997-11-20,3.71,10.50,33.7
1997-11-21,0.49,1.60,35.6
1997-11-22,0.49,1.20,30.2
1997-11-23,11.48,47.10,35.8
1997-11-24,13.44,35.10,36.3
1997-11-25,2.94,5.50,33.8
1997-11-26,0.14,0.00,33.1
1997-11-27,16.80,30.60,34.1
1997-11-28,21.70,67.20,36.8
1997-11-29,20.93,40.40,34.3
1997-11-30,16.66,32.60,35.2
1997-12-01,0.00,0.00,35.4
1997-12-02,0.00,0.00,29.4
1997-12-03,0.00,0.00,26.0
1997-12-04,0.00,0.00,27.0
1997-12-05,0.00,0.00,21.6
1997-12-06,0.00,0.00,22.8
1997-12-07,0.00,0.00,21.1
1997-12-08,7.00,10.30,28.7
1997-12-09,0.28,0.10,27.8
1997-12-10,3.01,5.20,29.4
1997-12-11,0.14,0.30,34.6
1997-12-12,0.00,0.00,31.0
1997-12-13,0.00,0.00,35.1
1997-12-14,14.70,23.20,35.2
1997-12-15,20.02,29.50,31.2
1997-12-16,28.84,57.90,33.4
1997-12-17,11.62,24.40,33.5
1997-12-18,1.96,2.80,29.7
1997-12-19,17.99,25.60,29.1
1997-12-20,22.75,34.20,30.5
1997-12-21,0.21,0.40,28.4
1997-12-22,5.53,7.70,25.2
1997-12-23,12.39,17.60,28.8
1997-12-24,0.42,0.50,29.4
1997-12-25,0.00,0.00,22.8
1997-12-26,9.03,12.70,23.5
1997-12-27,5.81,8.30,26.8
1997-12-28,16.52,27.50,30.6
1997-12-29,3.99,38.00,37.8
1997-12-30,1.75,12.80,38.8
1997-12-31,0.77,1.50,37.5
1998-01-01,18.27,31.80,36.4
1998-01-02,8.47,12.00,23.8
1998-01-03,0.28,0.00,14.7
1998-01-04,4.34,6.00,18.0
1998-01-05,17.85,25.40,24.1
1998-01-06,12.32,17.60,25.6
1998-01-07,0.98,0.80,24.0
1998-01-08,0.00,0.00,19.5
1998-01-09,0.00,0.00,7.5
1998-01-10,0.00,0.00,-0.6
1998-01-11,0.00,0.00,-6.1
1998-01-12,0.00,0.00,-4.4
1998-01-13,14.14,20.20,10.4
1998-01-14,35.35,51.30,25.5
1998-01-15,18.20,28.90,30.6
1998-01-16,10.29,15.30,32.6
1998-01-17,9.94,17.50,33.2
1998-01-18,4.69,11.80,35.3
1998-01-19,8.47,23.10,37.7
1998-01-20,5.46,8.70,35.9
1998-01-21,8.68,12.70,34.1
1998-01-22,7.00,10.00,35.0
1998-01-23,24.57,56.20,35.3
1998-01-24,26.46,53.30,35.7
1998-01-25,8.89,18.80,35.8
1998-01-26,19.53,43.20,36.5
1998-01-27,1.61,3.10,35.0
1998-01-28,5.67,14.60,35.0
1998-01-29,6.86,20.00,37.5
1998-01-30,3.57,7.10,37.9
1998-01-31,0.00,0.00,33.4
1998-02-01,0.00,0.00,34.3
1998-02-02,5.53,14.00,36.8
1998-02-03,1.05,2.10,32.2
1998-02-04,3.01,8.40,33.5
1998-02-05,3.08,11.70,38.0
1998-02-06,0.56,1.30,35.9
1998-02-07,4.55,11.60,38.3
1998-02-08,2.80,8.50,38.8
1998-02-09,8.96,19.50,36.4
1998-02-10,5.53,8.60,34.1
1998-02-11,11.34,18.20,34.8
1998-02-12,25.34,48.60,35.4
1998-02-13,13.93,35.20,36.3
1998-02-14,2.10,4.80,35.6
1998-02-15,2.66,5.40,37.2
1998-02-16,0.28,0.40,34.5
1998-02-17,1.40,2.30,33.5
1998-02-18,15.33,25.00,34.0
1998-02-19,18.34,37.50,37.5
1998-02-20,10.22,23.30,38.0
1998-02-21,23.94,36.00,36.0
1998-02-22,10.15,15.50,34.2
1998-02-23,1.26,1.70,30.9
1998-02-24,0.00,0.00,28.6
1998-02-25,7.98,11.30,29.5
1998-02-26,0.98,1.50,29.8
1998-02-27,0.00,0.00,27.7
1998-02-28,3.22,4.60,27.4
1998-03-01,7.28,13.80,32.9
1998-03-02,3.92,6.70,34.5
1998-03-03,3.85,5.50,32.8
1998-03-04,1.54,1.60,31.7
1998-03-05,0.07,0.00,30.8
1998-03-06,0.00,0.00,28.5
1998-03-07,0.00,0.00,26.4
1998-03-08,3.85,5.50,30.4
1998-03-09,15.75,23.50,33.5
1998-03-10,1.33,3.60,36.1
1998-03-11,3.29,11.00,37.5
1998-03-12,0.00,0.50,43.7
1998-03-13,0.00,8.80,44.9
1998-03-14,0.00,0.00,41.3
1998-03-15,0.56,4.00,40.2
1998-03-16,2.59,5.60,37.0
1998-03-17,0.00,0.00,37.9
1998-03-18,0.00,0.00,40.4
1998-03-19,0.00,0.00,40.5
1998-03-20,0.00,0.00,43.0
1998-03-21,0.00,2.30,43.9
1998-03-22,6.58,30.50,39.9
1998-03-23,3.43,10.50,37.7
1998-03-24,10.64,26.30,38.1
1998-03-25,0.00,0.00,38.9
1998-03-26,7.14,12.30,36.2
1998-03-27,3.57,4.60,31.0
1998-03-28,0.07,0.10,30.3
1998-03-29,0.00,0.00,32.7
1998-03-30,4.20,6.10,33.0
1998-03-31,2.17,3.60,36.6
1998-04-01,0.00,0.00,38.4
1998-04-02,0.00,0.00,38.0
1998-04-03,0.00,0.00,39.8
1998-04-04,0.28,0.50,42.3
1998-04-05,1.26,2.70,39.9
1998-04-06,0.63,2.20,38.9
1998-04-07,3.64,6.30,38.0
1998-04-08,0.56,0.80,35.6
1998-04-09,0.07,0.10,36.6
1998-04-10,2.03,3.50,37.3
1998-04-11,8.61,15.50,36.8
1998-04-12,2.94,4.30,34.3
1998-04-13,0.14,0.20,35.5
1998-04-14,0.00,0.00,38.9
1998-04-15,0.00,0.00,40.1
1998-04-16,0.28,1.10,40.7
1998-04-17,0.07,0.00,39.5
1998-04-18,2.24,10.10,41.7
1998-04-19,2.03,4.70,39.0
1998-04-20,0.00,0.00,42.2
1998-04-21,0.35,1.60,44.7
1998-04-22,0.00,0.00,45.5
1998-04-23,0.00,4.20,47.5
1998-04-24,2.66,10.60,39.9
1998-04-25,0.14,0.60,38.7
1998-04-26,0.00,0.00,39.8
1998-04-27,0.00,0.00,44.2
1998-04-28,0.00,0.00,48.8
1998-04-29,0.00,0.00,50.1
1998-04-30,0.00,0.00,52.9
1998-05-01,0.00,0.00,56.5
1998-05-02,0.00,0.40,54.7
1998-05-03,0.00,0.00,49.2
1998-05-04,0.00,0.00,50.6
1998-05-05,0.00,0.00,52.2
1998-05-06,0.00,0.00,49.2
1998-05-07,0.00,0.30,47.4
1998-05-08,0.00,1.10,43.7
1998-05-09,0.00,0.10,47.4
1998-05-10,0.00,0.00,51.3
1998-05-11,0.00,0.80,46.3
1998-05-12,0.00,0.00,47.8
1998-05-13,0.00,0.40,48.0
1998-05-14,3.43,18.10,40.5
1998-05-15,1.40,7.00,40.0
1998-05-16,0.00,0.10,43.1
1998-05-17,0.00,0.10,46.0
1998-05-18,0.00,4.10,45.0
1998-05-19,0.00,1.10,46.2
1998-05-20,0.00,0.00,49.1
1998-05-21,0.00,0.10,49.1
1998-05-22,0.00,0.20,46.3
1998-05-23,0.00,0.00,47.6
1998-05-24,0.00,7.70,48.4
1998-05-25,3.08,21.60,44.0
1998-05-26,0.14,4.20,42.0
1998-05-27,1.12,23.80,40.8
1998-05-28,2.38,8.30,42.0
1998-05-29,0.00,0.00,53.7
1998-05-30,0.00,0.00,58.3
1998-05-31,0.00,0.00,55.1
1998-06-01,0.00,1.00,57.6
1998-06-02,0.00,0.00,61.3
1998-06-03,0.00,0.70,64.1
1998-06-04,0.00,6.60,60.4
1998-06-05,0.00,0.60,58.2
1998-06-06,0.00,0.40,59.2
1998-06-07,0.00,0.20,59.2
1998-06-08,0.00,0.00,67.0
1998-06-09,0.00,0.10,58.7
1998-06-10,0.00,8.90,54.7
1998-06-11,0.00,0.00,57.9
1998-06-12,0.00,0.00,60.4
1998-06-13,0.00,0.00,58.6
1998-06-14,0.00,3.40,51.3
1998-06-15,0.00,10.30,49.1
1998-06-16,0.00,0.30,52.7
1998-06-17,0.00,1.30,53.2
1998-06-18,0.00,3.70,49.4
1998-06-19,0.00,0.80,53.6
1998-06-20,0.00,2.70,60.3
1998-06-21,0.00,2.50,62.1
1998-06-22,0.00,6.80,60.9
1998-06-23,0.00,3.30,57.1
1998-06-24,0.00,12.20,48.6
1998-06-25,0.00,11.60,49.0
1998-06-26,0.00,0.80,50.0
